,Diagrammtitel,Python,Go,JavaScript,Java,Scratch,HTML+CSS
Q12021
Q4 2021,0,0,0,0,350
Q1 2022,0,0,0,20,400
Q2 2022,5,0,0,30,400
Q3 2022,10,0,0,30,400
Q4 2022,20,0,0,30,402
Q1 2023,60,0,0,30,450
Q2 2023,140,0,0,30,455
Q3 2023,170,0,0,30,455
Q4 2023,250,0,2,30,457
Q1 2024,350,0,20,31,465
Q2 2024,400,15,30,33,465
